# sepalLength, sepalWidth, petalLength, petalWidth
6.176725784843620781e-01,7.471503354862387702e-01,2.303006005689116620e-01,8.490344721434531228e-02
6.122976028537984172e-01,7.493945408665176888e-01,2.381157344431438505e-01,8.246432361667319078e-02
5.089796560826757021e-01,4.009714905061855794e-01,5.110974632508421545e-01,5.647485781777261682e-01
5.962583169757774693e-01,4.471937377318330742e-01,4.960252378289872754e-01,4.454803517635118615e-01
6.253031533090117611e-01,7.411416871054653521e-01,2.271784837561517389e-01,8.997167673510959862e-02
5.141238612238205885e-01,4.293704726569509411e-01,5.176260673629473619e-01,5.323353331472800987e-01
5.316704499875020140e-01,4.702243517529366978e-01,4.779859641615133437e-01,5.174408272384447560e-01
4.799292851009893668e-01,4.725834286963823683e-01,4.787049757002215244e-01,5.631823243532018131e-01
5.983196157246190028e-01,7.744073507321809213e-01,1.912350670512231732e-01,7.573666021830620376e-02
5.999844992471013994e-01,5.043237053620405197e-01,4.767733967231430614e-01,3.979489025618529463e-01
6.066012124166119124e-01,5.066029199065164024e-01,4.669341757702802354e-01,3.966874413623620033e-01
5.741997652989191403e-01,4.901523903264089488e-01,5.065155960732693474e-01,4.165179644655371827e-01
5.141238612238205885e-01,4.293704726569509411e-01,5.176260673629473619e-01,5.323353331472800987e-01
5.312413462247062013e-01,4.766473738854082876e-01,4.864462919975899857e-01,5.039443600550572722e-01
5.834099462455458740e-01,7.805934629610946640e-01,1.962790051709820960e-01,1.085413853480085289e-01
5.912975510101374788e-01,7.437999257168660394e-01,2.161229972837686308e-01,2.245433738013180580e-01
6.248609650346822475e-01,7.478956046616661579e-01,2.102245417248465864e-01,7.750213519810011942e-02
6.097581654624079084e-01,5.062143260442631965e-01,4.580376785372096693e-01,4.026704866261184290e-01
6.253031533090117611e-01,7.411416871054653521e-01,2.271784837561517389e-01,8.997167673510959862e-02
5.214874051313600489e-01,5.199603556287792916e-01,4.978181378413569225e-01,4.581148507742548448e-01
5.834099462455458740e-01,7.805934629610946640e-01,1.962790051709820960e-01,1.085413853480085289e-01
6.332856565984894548e-01,4.147742945350206822e-01,5.061517732161076033e-01,4.131851209927409063e-01
5.795750650875869381e-01,5.112479076223375163e-01,4.774862533453906321e-01,4.180014339050557859e-01
5.849580071922764191e-01,7.759236796433631733e-01,2.030266622901027995e-01,1.206098983901600780e-01
6.146585427185869976e-01,4.851017720377829856e-01,4.902545981444058620e-01,3.827813679205571695e-01
6.140757668972320893e-01,7.568840847803093297e-01,1.923152014158773515e-01,1.142466543064617895e-01
5.461896583946811434e-01,4.133509390073327738e-01,5.178687131445866010e-01,5.124742473826637834e-01
6.296029426763029013e-01,7.461591836464412930e-01,2.012338519313499885e-01,7.969657502231683455e-02
5.428310437982416525e-01,4.497176895700761290e-01,5.263215838287087500e-01,4.754724471225474369e-01
5.003382296436590382e-01,4.490690036431359555e-01,4.743947658843581938e-01,5.682853966323041517e-01
6.123703741608209628e-01,4.912801871798676556e-01,4.886853974588472593e-01,3.805691590829961002e-01
6.091555004350640568e-01,5.018431324827730133e-01,4.568666253262980703e-01,4.103119951117011888e-01
4.754068607752418019e-01,4.604944749290924566e-01,4.837577968490854863e-01,5.726356164921356795e-01
5.666491832576523446e-01,8.017483124815719675e-01,1.868736668190130179e-01,3.444675886064756110e-02
5.202668402678835013e-01,4.085058153214493060e-01,5.209091450089550213e-01,5.395359825000274334e-01
5.741997652989191403e-01,4.901523903264089488e-01,5.065155960732693474e-01,4.165179644655371827e-01
5.997877305239764922e-01,7.628272289365896075e-01,2.282552977776582948e-01,7.904945377581239219e-02
4.727155476345212270e-01,4.096009377323644451e-01,4.759356807927945798e-01,6.182655663884746300e-01
6.169503649263599065e-01,7.587676523252450123e-01,1.960149768506882773e-01,7.226358593573761757e-02
5.318523198452567158e-01,4.397624576888634063e-01,5.411947696292386256e-01,4.804688460333561006e-01
6.433581362290180516e-01,7.305227869439172572e-01,2.251753476801562903e-01,4.150697653090439088e-02
5.983196157246190028e-01,7.744073507321809213e-01,1.912350670512231732e-01,7.573666021830620376e-02
5.994021123447617061e-01,5.268937923030566628e-01,4.621196930658001412e-01,3.867110402224269161e-01
6.435985371269890010e-01,7.403419881191788399e-01,1.761749160173561590e-01,8.146816925658088848e-02
5.962583169757774693e-01,4.471937377318330742e-01,4.960252378289872754e-01,4.454803517635118615e-01
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
5.461896583946811434e-01,4.133509390073327738e-01,5.178687131445866010e-01,5.124742473826637834e-01
5.994021123447617061e-01,5.268937923030566628e-01,4.621196930658001412e-01,3.867110402224269161e-01
5.316704499875020140e-01,4.702243517529366978e-01,4.779859641615133437e-01,5.174408272384447560e-01
6.169503649263599065e-01,7.587676523252450123e-01,1.960149768506882773e-01,7.226358593573761757e-02
5.686798880137815537e-01,4.055844655855866399e-01,5.619098893469508527e-01,4.431271854652843456e-01
6.123703741608209628e-01,4.912801871798676556e-01,4.886853974588472593e-01,3.805691590829961002e-01
4.727155476345212270e-01,4.096009377323644451e-01,4.759356807927945798e-01,6.182655663884746300e-01
6.176725784843620781e-01,7.471503354862387702e-01,2.303006005689116620e-01,8.490344721434531228e-02
5.743080581507010729e-01,4.868416010185540599e-01,5.256238980488456836e-01,3.960745228625524583e-01
6.578531102353781801e-01,7.088575444150199134e-01,2.404494754183107152e-01,8.327254559941496548e-02
6.248609650346822475e-01,7.478956046616661579e-01,2.102245417248465864e-01,7.750213519810011942e-02
5.961874017925392621e-01,7.733851215054022843e-01,1.641042921478731709e-01,1.396632273598920615e-01
5.633677295420279618e-01,3.773500829951319524e-01,5.580529396406881393e-01,4.783310911205898019e-01
5.639325001006088023e-01,5.147962903063197926e-01,4.596125469988875945e-01,4.535650134857443505e-01
5.761065861693440704e-01,3.914570393201953213e-01,5.441006647154915665e-01,4.677788520178434717e-01
5.029771893882927225e-01,4.516304510643506798e-01,4.880700718103740399e-01,5.521154658488394151e-01
5.589057560032090199e-01,4.298735613926814580e-01,4.978959683341008247e-01,5.049085876064121070e-01
5.029771893882927225e-01,4.516304510643506798e-01,4.880700718103740399e-01,5.521154658488394151e-01
5.834099462455458740e-01,7.805934629610946640e-01,1.962790051709820960e-01,1.085413853480085289e-01
6.095976903867191821e-01,7.642717312311105848e-01,1.974368639013702464e-01,7.278778392677244524e-02
5.164553196435037741e-01,5.033016318777845388e-01,4.811480524828889438e-01,4.984555363851511101e-01
6.091555004350640568e-01,5.018431324827730133e-01,4.568666253262980703e-01,4.103119951117011888e-01
6.435985371269890010e-01,7.403419881191788399e-01,1.761749160173561590e-01,8.146816925658088848e-02
5.480369407200642584e-01,5.105572107316099784e-01,4.705788320772588129e-01,4.664144176340972447e-01
6.173293120074245799e-01,4.565365609729326035e-01,4.988882230757675784e-01,4.019818775862299964e-01
6.213590257127364902e-01,7.215471476881234469e-01,2.369834423648576327e-01,1.926694653372826305e-01
4.945055352480232647e-01,4.442168367482243196e-01,4.959024435396843788e-01,5.587633166644331295e-01
5.869628485988938049e-01,4.387724477451664939e-01,5.412171161614388604e-01,4.123558980277629571e-01
5.480369407200642584e-01,5.105572107316099784e-01,4.705788320772588129e-01,4.664144176340972447e-01
5.727322893742148313e-01,5.052210998236272843e-01,4.940928817658381544e-01,4.154534741574615331e-01
5.357881253408990352e-01,5.449649970529303333e-01,4.602554120187960507e-01,4.517844535153826002e-01
5.795750650875869381e-01,5.112479076223375163e-01,4.774862533453906321e-01,4.180014339050557859e-01
5.029771893882927225e-01,4.516304510643506798e-01,4.880700718103740399e-01,5.521154658488394151e-01
6.467259264540233810e-01,7.387171142686043135e-01,1.746903364559718175e-01,7.433631338551992263e-02
5.834099462455458740e-01,7.805934629610946640e-01,1.962790051709820960e-01,1.085413853480085289e-01
6.213590257127364902e-01,7.215471476881234469e-01,2.369834423648576327e-01,1.926694653372826305e-01
6.435985371269890010e-01,7.403419881191788399e-01,1.761749160173561590e-01,8.146816925658088848e-02
6.360414086602642625e-01,5.204777130507016736e-01,4.472579669774673916e-01,3.528662461360689284e-01
5.164553196435037741e-01,5.033016318777845388e-01,4.811480524828889438e-01,4.984555363851511101e-01
5.796507046783663242e-01,7.945212245160365727e-01,1.682319573922844702e-01,6.662651777912256823e-02
5.480369407200642584e-01,5.105572107316099784e-01,4.705788320772588129e-01,4.664144176340972447e-01
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
6.133777272980190931e-01,7.678496917094687069e-01,1.792776813242371869e-01,4.510130347779552074e-02
6.229593247087948926e-01,7.456503428899999841e-01,2.125492286801158870e-01,1.036825505756662907e-01
6.123703741608209628e-01,4.912801871798676556e-01,4.886853974588472593e-01,3.805691590829961002e-01
4.754068607752418019e-01,4.604944749290924566e-01,4.837577968490854863e-01,5.726356164921356795e-01
5.684338993363758918e-01,3.711744968972639502e-01,5.666830762378038955e-01,4.668861596191999364e-01
5.199253337988605228e-01,4.329733306664050319e-01,4.919339355301933225e-01,5.479167320675276676e-01
6.097339033016448973e-01,7.448015401089713716e-01,2.228616007320885772e-01,1.543630134940873200e-01
5.997877305239764922e-01,7.628272289365896075e-01,2.282552977776582948e-01,7.904945377581239219e-02
6.433581362290180516e-01,7.305227869439172572e-01,2.251753476801562903e-01,4.150697653090439088e-02
5.928971170638701604e-01,7.752449714126503633e-01,2.004760036115244559e-01,8.530893770703168455e-02
5.930324329654848015e-01,4.885603981425496456e-01,5.231283508413149264e-01,3.687248287868299390e-01
6.552267699272228407e-01,7.196926295490947423e-01,2.134771089117726006e-01,8.454538966802875588e-02
6.229593247087948926e-01,7.456503428899999841e-01,2.125492286801158870e-01,1.036825505756662907e-01
5.666491832576523446e-01,8.017483124815719675e-01,1.868736668190130179e-01,3.444675886064756110e-02
6.296029426763029013e-01,7.461591836464412930e-01,2.012338519313499885e-01,7.969657502231683455e-02
5.199253337988605228e-01,4.329733306664050319e-01,4.919339355301933225e-01,5.479167320675276676e-01
5.686798880137815537e-01,4.055844655855866399e-01,5.619098893469508527e-01,4.431271854652843456e-01
5.540107046753179887e-01,5.206449407801921891e-01,4.733767752620973157e-01,4.448768519350106976e-01
5.795750650875869381e-01,5.112479076223375163e-01,4.774862533453906321e-01,4.180014339050557859e-01
5.349970488614049779e-01,4.719339252261875450e-01,4.920309646264217074e-01,4.989609782127092941e-01
5.461896583946811434e-01,4.133509390073327738e-01,5.178687131445866010e-01,5.124742473826637834e-01
5.771402169984083397e-01,5.180011577257319644e-01,4.645622487443978321e-01,4.275112718506728360e-01
6.296029426763029013e-01,7.461591836464412930e-01,2.012338519313499885e-01,7.969657502231683455e-02
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
5.824870414258990214e-01,5.421736727396433420e-01,4.286380629701884160e-01,4.278153411602648171e-01
6.122976028537984172e-01,7.493945408665176888e-01,2.381157344431438505e-01,8.246432361667319078e-02
6.467259264540233810e-01,7.387171142686043135e-01,1.746903364559718175e-01,7.433631338551992263e-02
5.262845129548182621e-01,4.226412185403670141e-01,4.673257526591723110e-01,5.709690470736235035e-01
5.633677295420279618e-01,3.773500829951319524e-01,5.580529396406881393e-01,4.783310911205898019e-01
6.332856565984894548e-01,4.147742945350206822e-01,5.061517732161076033e-01,4.131851209927409063e-01
6.213590257127364902e-01,7.215471476881234469e-01,2.369834423648576327e-01,1.926694653372826305e-01
5.214874051313600489e-01,5.199603556287792916e-01,4.978181378413569225e-01,4.581148507742548448e-01
6.143687919713469725e-01,5.130900129134000620e-01,4.971867335571935609e-01,3.348058811832953507e-01
5.684338993363758918e-01,3.711744968972639502e-01,5.666830762378038955e-01,4.668861596191999364e-01
5.578108942583313024e-01,4.263062533839578894e-01,5.859904601599827956e-01,4.046296642288413903e-01
6.173293120074245799e-01,4.565365609729326035e-01,4.988882230757675784e-01,4.019818775862299964e-01
6.605438927507053526e-01,4.342706225067219927e-01,5.038931671971783599e-01,3.481127234522821690e-01
5.141238612238205885e-01,4.293704726569509411e-01,5.176260673629473619e-01,5.323353331472800987e-01
5.553489191214948661e-01,3.957819147565986295e-01,5.044825814855236068e-01,5.295673507306600802e-01
5.999844992471013994e-01,5.043237053620405197e-01,4.767733967231430614e-01,3.979489025618529463e-01
5.993181301554486584e-01,4.832989274105794486e-01,4.874179523601014363e-01,4.119024949521983836e-01
5.493822289171612638e-01,3.327880031428389618e-01,5.640474629539643514e-01,5.189236659176471589e-01
6.173293120074245799e-01,4.565365609729326035e-01,4.988882230757675784e-01,4.019818775862299964e-01
6.133777272980190931e-01,7.678496917094687069e-01,1.792776813242371869e-01,4.510130347779552074e-02
5.273975252771143651e-01,4.672937005278743894e-01,5.257730975811889529e-01,4.764987908047850218e-01
5.743080581507010729e-01,4.868416010185540599e-01,5.256238980488456836e-01,3.960745228625524583e-01
5.262845129548182621e-01,4.226412185403670141e-01,4.673257526591723110e-01,5.709690470736235035e-01
6.169503649263599065e-01,7.587676523252450123e-01,1.960149768506882773e-01,7.226358593573761757e-02
6.433581362290180516e-01,7.305227869439172572e-01,2.251753476801562903e-01,4.150697653090439088e-02
5.458195097202789281e-01,4.139232584849776297e-01,5.196833862036063234e-01,5.105661338140693450e-01
6.066012124166119124e-01,5.066029199065164024e-01,4.669341757702802354e-01,3.966874413623620033e-01
5.617878234104548563e-01,5.403637115007340341e-01,4.713304620138561440e-01,4.126125256686956067e-01
5.639325001006088023e-01,5.147962903063197926e-01,4.596125469988875945e-01,4.535650134857443505e-01
6.253031533090117611e-01,7.411416871054653521e-01,2.271784837561517389e-01,8.997167673510959862e-02
6.140757668972320893e-01,7.568840847803093297e-01,1.923152014158773515e-01,1.142466543064617895e-01
5.849580071922764191e-01,7.759236796433631733e-01,2.030266622901027995e-01,1.206098983901600780e-01
6.157746644074291176e-01,4.821798737098402787e-01,4.866035422759856233e-01,3.892828338207884875e-01
4.926918694345948091e-01,4.351724176963579493e-01,4.799097690483199452e-01,5.810045630124939242e-01
4.727155476345212270e-01,4.096009377323644451e-01,4.759356807927945798e-01,6.182655663884746300e-01
5.515417085231795191e-01,4.474241410978853639e-01,4.889304686525634547e-01,5.065178955825117013e-01
5.757340702260176357e-01,4.623524785659410830e-01,4.915465410891943221e-01,4.616735468793538022e-01
5.546035816551999620e-01,3.926039907559160103e-01,5.511445156573505644e-01,4.842692396989272119e-01
5.003382296436590382e-01,4.490690036431359555e-01,4.743947658843581938e-01,5.682853966323041517e-01
6.213590257127364902e-01,7.215471476881234469e-01,2.369834423648576327e-01,1.926694653372826305e-01
6.097581654624079084e-01,5.062143260442631965e-01,4.580376785372096693e-01,4.026704866261184290e-01
5.458195097202789281e-01,4.139232584849776297e-01,5.196833862036063234e-01,5.105661338140693450e-01
4.945055352480232647e-01,4.442168367482243196e-01,4.959024435396843788e-01,5.587633166644331295e-01
5.633677295420279618e-01,3.773500829951319524e-01,5.580529396406881393e-01,4.783310911205898019e-01
6.089288502648837476e-01,4.966234096172285062e-01,4.645361408607556197e-01,4.083834205369279990e-01
5.318523198452567158e-01,4.397624576888634063e-01,5.411947696292386256e-01,4.804688460333561006e-01
6.435985371269890010e-01,7.403419881191788399e-01,1.761749160173561590e-01,8.146816925658088848e-02
